Unnamed: 0,brand,model_name,screen_size,ram,rom,cams,sim_type,battary,current_price,previous_price,sale_percentage,product_rating,seller_name,seller_score,seller_followers,Reviews
1254,Oppo,Reno 10 Pro 5G ,6.7,12.0,256.0,,Dual,0.0,298.0,4760.0,6%,0.0,NGALA STORE,94%,123,No reviews
1255,Infinix,Smart 7 HD ,6.6,2.0,64.0,8MP + 5MP,Dual,5000.0,61.0,1360.0,32%,5.0,Little Angels,40%,1014,[ (5 out of 5) I like it. ]
1256,,,,,,,,,,,,,,,,
1257,,,,,,,,,,,,,,,,
1258,,,,,,,,,,,,,,,,
1259,Samsung,Galaxy A24 ,,6.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,157.0,3468.0,32%,0.0,Minestar,86%,1002,No reviews
1260,,,,,,,,,,,,,,,,
1261,,,,,,,,,,,,,,,,
1262,,,,,,,,,,,,,,,,
1263,,,,,,,,,,,,,,,,
1264,Tecno,CAMON 20 Pro ,6.67,8.0,256.0,32MP + 64MP,Dual,5000.0,167.0,3400.0,26%,5.0,Minestar,86%,1002,No reviews
1265,,,,,,,,,,,,,,,,
1266,,,,,,,,,,,,,,,,
1267,,,,,,,,,,,,,,,,
1268,,,,,,,,,,,,,,,,
1269,,,,,,,,,,,,,,,,
1270,,,,,,,,,,,,,,,,
1271,SAMSUNG,JCD 1 Pcs Sim Card Tray Remover Eject Pin Key ,,,,,Pcs,0.0,1.0,24.0,43%,0.0,Blessings.,98%,Be,No reviews
1272,,,,,,,,,,,,,,,,
1273,,,,,,,,,,,,,,,,
1274,,,,,,,,,,,,,,,,
1275,Samsung,Galaxy A53 5G Dual SIM ,6.5,,,64MP + 12MP + 5MP + 5MP + 32MP,Dual,5000.0,223.0,4021.0,16%,0.0,Smart Stars Collection,60%,Be,No reviews
1276,,,,,,,,,,,,,,,,
1277,,,,,,,,,,,,,,,,
1278,,,,,,,,,,,,,,,,
1279,,,,,,,,,,,,,,,,
1280,,,,,,,,,,,,,,,,
1281,,,,,,,,,,,,,,,,
1282,,,,,,,,,,,,,,,,
1283,,,,,,,,,,,,,,,,
1284,,,,,,,,,,,,,,,,
1285,,,,,,,,,,,,,,,,
1286,,,,,,,,,,,,,,,,
1287,,,,,,,,,,,,,,,,
1288,,,,,,,,,,,,,,,,
1289,,,,,,,,,,,,,,,,
1290,,,,,,,,,,,,,,,,
1291,,,,,,,,,,,,,,,,
1292,,,,,,,,,,,,,,,,
1293,,,,,,,,,,,,,,,,
1294,,,,,,,,,,,,,,,,
1295,,,,,,,,,,,,,,,,
1296,,,,,,,,,,,,,,,,
1297,,,,,,,,,,,,,,,,
1298,,,,,,,,,,,,,,,,
1299,,,,,,,,,,,,,,,,
1300,,,,,,,,,,,,,,,,
1301,,,,,,,,,,,,,,,,
1302,,,,,,,,,,,,,,,,
1303,,,,,,,,,,,,,,,,
1304,,,,,,,,,,,,,,,,
1305,,,,,,,,,,,,,,,,
1306,,,,,,,,,,,,,,,,
1307,,,,,,,,,,,,,,,,
1308,,,,,,,,,,,,,,,,
1309,,,,,,,,,,,,,,,,
1310,,,,,,,,,,,,,,,,
1311,,,,,,,,,,,,,,,,
1312,,,,,,,,,,,,,,,,
1313,,,,,,,,,,,,,,,,
1314,,,,,,,,,,,,,,,,
1315,,,,,,,,,,,,,,,,
1316,,,,,,,,,,,,,,,,
1317,,,,,,,,,,,,,,,,
1318,Tecno,Spark 10 ,6.6,16.0,128.0,50MP + 8MP + 50MP,Dual,5000.0,89.0,1768.0,24%,0.0,Minestar,86%,1002,No reviews
1319,,,,,,,,,,,,,,,,
1320,OPPO,JCD 1 Pcs Sim Card Tray Remover Eject Pin Key ,,,,,Pcs,0.0,1.0,24.0,43%,0.0,Blessings.,98%,Be,No reviews
1321,,,,,,,,,,,,,,,,
1322,,,,,,,,,,,,,,,,
1323,,,,,,,,,,,,,,,,
1324,Tecno,Pop 6 ,6.1,2.0,32.0,5MP + 5MP,Dual,5000.0,51.0,898.0,15%,5.0,Little Angels,40%,1014,No reviews
1325,,,,,,,,,,,,,,,,
1326,,,,,,,,,,,,,,,,
1327,,,,,,,,,,,,,,,,
1328,Tecno,Spark 10 Pro Display ,6.8,8.0,128.0,50MP + 32MP,Dual,5000.0,109.0,2108.0,22%,0.0,Kingsly,74%,287,No reviews
1329,,,,,,,,,,,,,,,,
1330,,,,,,,,,,,,,,,,
1331,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,86.0,1292.0,0,0.0,midland electronics,100%,18,No reviews
1332,,,,,,,,,,,,,,,,
1333,,,,,,,,,,,,,,,,
1334,,,,,,,,,,,,,,,,
1335,,,,,,,,,,,,,,,,
1336,,,,,,,,,,,,,,,,
1337,,,,,,,,,,,,,,,,
1338,,,,,,,,,,,,,,,,
1339,,,,,,,,,,,,,,,,
1340,XIAOMI,Redmi Note 12 ,6.67,6.0,128.0,,Dual,5000.0,135.0,2380.0,15%,0.0,MNI NabŘi Dealers,60%,17,No reviews
1341,,,,,,,,,,,,,,,,
1342,Infinix,Hot 30 Play ,6.82,8.0,128.0,,Dual,6000.0,82.0,1496.0,17%,0.0,Amira Store,100%,219,No reviews
1343,,,,,,,,,,,,,,,,
1344,Realme,C55 ,6.72,6.0,128.0,64MP,Dual,5000.0,122.0,2040.0,10%,0.0,SmartNets Enterprises,74%,249,No reviews
1345,,,,,,,,,,,,,,,,
1346,,,,,,,,,,,,,,,,
1347,,,,,,,,,,,,,,,,
1348,,,,,,,,,,,,,,,,
1349,,,,,,,,,,,,,,,,
1350,,,,,,,,,,,,,,,,
1351,,,,,,,,,,,,,,,,
1352,,,,,,,,,,,,,,,,
1353,,,,,,,,,,,,,,,,
1354,,,,,,,,,,,,,,,,
1355,,,,,,,,,,,,,,,,
1356,,,,,,,,,,,,,,,,
1357,Samsung,Galaxy A24 4G ,6.5,4.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,0.0,164.0,2720.0,10%,0.0,Superfly,74%,284,No reviews
1358,,,,,,,,,,,,,,,,
1359,Oppo,A17K ,6.56,3.0,64.0,,Dual,5000.0,77.0,1224.0,6%,0.0,NGALA STORE,94%,123,No reviews
1360,,,,,,,,,,,,,,,,
1361,,,,,,,,,,,,,,,,
1362,,,,,,,,,,,,,,,,
1363,,,,,,,,,,,,,,,,
1364,,,,,,,,,,,,,,,,
1365,,,,,,,,,,,,,,,,
1366,,,,,,,,,,,,,,,,
1367,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,96.0,2312.0,37%,0.0,Minestar,86%,1002,No reviews
1368,,,,,,,,,,,,,,,,
1369,Samsung,Galaxy A6 Dual SIM Black ,,4.0,32.0,,Dual,0.0,91.0,2067.0,34%,0.0,JPOOD,50%,8,No reviews
1370,,,,,,,,,,,,,,,,
1371,,,,,,,,,,,,,,,,
1372,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,84.0,1360.0,8%,0.0,NGALA STORE,94%,123,No reviews
1373,Infinix,NOTE 30 VIP ,6.67,8.0,256.0,109MP + 2MP,Dual,0.0,224.0,3400.0,1%,0.0,SmartNets Enterprises,74%,249,No reviews
1374,,,,,,,,,,,,,,,,
1375,,,,,,,,,,,,,,,,
1376,,,,,,,,,,,,,,,,
1377,,,,,,,,,,,,,,,,
1378,Oppo,Reno 7 5G ,6.43,8.0,256.0,2MP + 32MP,Dual,4500.0,253.0,4760.0,20%,0.0,Minestar,86%,1002,No reviews
1379,,,,,,,,,,,,,,,,
1380,Vivo,Y36 ,6.64,8.0,128.0,50MP + 2MP + 16MP,Dual,5000.0,143.0,2720.0,21%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
1381,,,,,,,,,,,,,,,,
1382,,,,,,,,,,,,,,,,
1383,Samsung,Galaxy A24 ,,4.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,158.0,3468.0,32%,0.0,Minestar,86%,1002,No reviews
1384,,,,,,,,,,,,,,,,
1385,,,,,,,,,,,,,,,,
1386,,,,,,,,,,,,,,,,
1387,Realme,C30s Display ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,69.0,1088.0,5%,0.0,VANTON TECH,60%,150,No reviews
1388,,,,,,,,,,,,,,,,
1389,,,,,,,,,,,,,,,,
1390,,,,,,,,,,,,,,,,
1391,,,,,,,,,,,,,,,,
1392,,,,,,,,,,,,,,,,
1393,Samsung,Galaxy A24 ,6.5,6.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,156.0,3468.0,32%,0.0,Minestar,86%,1002,No reviews
1394,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,135.0,2720.0,26%,0.0,SmartNets Enterprises,74%,249,No reviews
1395,,,,,,,,,,,,,,,,
1396,,,,,,,,,,,,,,,,
1397,,,,,,,,,,,,,,,,
1398,,,,,,,,,,,,,,,,
1399,,,,,,,,,,,,,,,,
1400,,,,,,,,,,,,,,,,
1401,,,,,,,,,,,,,,,,
1402,,,,,,,,,,,,,,,,
1403,,,,,,,,,,,,,,,,
1404,,,,,,,,,,,,,,,,
1405,,,,,,,,,,,,,,,,
1406,,,,,,,,,,,,,,,,
1407,,,,,,,,,,,,,,,,
1408,,,,,,,,,,,,,,,,
1409,,,,,,,,,,,,,,,,
1410,,,,,,,,,,,,,,,,
1411,,,,,,,,,,,,,,,,
1412,,,,,,,,,,,,,,,,
1413,,,,,,,,,,,,,,,,
1414,,,,,,,,,,,,,,,,
1415,,,,,,,,,,,,,,,,
1416,,,,,,,,,,,,,,,,
1417,,,,,,,,,,,,,,,,
1418,,,,,,,,,,,,,,,,
1419,,,,,,,,,,,,,,,,
1420,,,,,,,,,,,,,,,,
1421,,,,,,,,,,,,,,,,
1422,,,,,,,,,,,,,,,,
1423,,,,,,,,,,,,,,,,
1424,,,,,,,,,,,,,,,,
1425,,,,,,,,,,,,,,,,
1426,,,,,,,,,,,,,,,,
1427,,,,,,,,,,,,,,,,
1428,,,,,,,,,,,,,,,,
1429,,,,,,,,,,,,,,,,
1430,,,,,,,,,,,,,,,,
1431,,,,,,,,,,,,,,,,
1432,,,,,,,,,,,,,,,,
1433,,,,,,,,,,,,,,,,
1434,,,,,,,,,,,,,,,,
1435,,,,,,,,,,,,,,,,
1436,,,,,,,,,,,,,,,,
1437,,,,,,,,,,,,,,,,
1438,,,,,,,,,,,,,,,,
1439,,,,,,,,,,,,,,,,
1440,Infinix,Hot 30i ,6.56,4.0,128.0,,Dual,5000.0,78.0,1292.0,9%,0.0,NGALA STORE,94%,123,No reviews
1441,Tecno,Spark 10C Display ,6.6,4.0,128.0,,Dual,0.0,76.0,1156.0,2%,4.8,Amira Store,100%,219,No reviews
1442,,,,,,,,,,,,,,,,
1443,Infinix,Hot 30i ,6.6,4.0,128.0,13MP + 8MP,Dual,5000.0,76.0,1360.0,16%,0.0,Superfly,74%,284,No reviews
1444,,,,,,,,,,,,,,,,
1445,Tecno,Spark 10 Pro ,6.8,8.0,256.0,,Dual,5000.0,116.0,1972.0,12%,0.0,Amira Store,100%,219,No reviews
1446,,,,,,,,,,,,,,,,
1447,,,,,,,,,,,,,,,,
1448,,,,,,,,,,,,,,,,
1449,XIAOMI,Redmi A2 ,6.52,2.0,32.0,8MP + 5MP,Dual,5000.0,60.0,1020.0,12%,0.0,Superfly,74%,284,No reviews
1450,,,,,,,,,,,,,,,,
1451,,,,,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,
1453,,,,,,,,,,,,,,,,
1454,,,,,,,,,,,,,,,,
1455,Infinix,NOTE 30 VIP ,6.67,8.0,256.0,109MP + 2MP,Dual,0.0,224.0,3400.0,1%,0.0,SmartNets Enterprises,74%,249,No reviews
1456,,,,,,,,,,,,,,,,
1457,,,,,,,,,,,,,,,,
1458,,,,,,,,,,,,,,,,
1459,Infinix,NOTE 30 ,6.66,8.0,256.0,64MP + 2MP,Dual,0.0,140.0,3400.0,38%,0.0,SmartNets Enterprises,74%,249,No reviews
1460,Tecno,POP 7 Pro ,6.6,11.0,64.0,5MP + 13MP,Dual,0.0,63.0,1360.0,30%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
1461,,,,,,,,,,,,,,,,
1462,,,,,,,,,,,,,,,,
1463,,,,,,,,,,,,,,,,
1464,,,,,,,,,,,,,,,,
1465,,,,,,,,,,,,,,,,
1466,Tecno,T402 Triple SIM Cards ,1.77,,,0.3MP,Triple,0.0,14.0,238.0,9%,0.0,Catey Enterprises,74%,111,No reviews
1467,,,,,,,,,,,,,,,,
1468,Samsung,Galaxy M13 ,6.6,6.0,128.0,50MP + 5MP + 2MP + 8MP,Dual,0.0,120.0,1904.0,5%,0.0,Superfly,74%,284,No reviews
1469,Samsung,Galaxy A14 ,6.6,4.0,64.0,50MP + 5MP + 2MP + 2MP + 13MP,Dual,5000.0,90.0,1904.0,29%,5.0,Superfly,74%,284,No reviews
1470,,,,,,,,,,,,,,,,
1471,,,,,,,,,,,,,,,,
1472,,,,,,,,,,,,,,,,
1473,,,,,,,,,,,,,,,,
1474,,,,,,,,,,,,,,,,
1475,Tecno,Spark 8P ,6.6,4.0,128.0,,Dual,5000.0,78.0,1360.0,14%,4.7,Amira Store,100%,219,No reviews
1476,,,,,,,,,,,,,,,,
1477,,,,,,,,,,,,,,,,
1478,,,,,,,,,,,,,,,,
1479,,,,,,,,,,,,,,,,
1480,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,88.0,1700.0,22%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
1481,Oppo,A17 ,6.56,4.0,64.0,13MP + 5MP,Dual,5000.0,94.0,1496.0,5%,0.0,Superfly,74%,284,No reviews
1482,,,,,,,,,,,,,,,,
1483,Tecno,T301 Dual Sim Wireless FM Bluetooth Torch Memory Card Slot Gold ,,,,0.8MP,Dual,0.0,9.0,170.0,20%,3.0,wiz,26%,25,[ (1 out of 5) techno t301 ]
1484,Oppo,A15s Renewed ,6.52,4.0,64.0,13MP + 2MP + 2MP + 8MP,Dual,4230.0,79.0,1360.0,13%,0.0,Badili Phones,66%,110,No reviews
1485,Samsung,Galaxy A24 4G ,6.5,4.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,145.0,3060.0,29%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
1486,,,,,,,,,,,,,,,,
1487,,,,,,,,,,,,,,,,
1488,,,,,,,,,,,,,,,,
1489,,,,,,,,,,,,,,,,
1490,,,,,,,,,,,,,,,,
1491,Samsung,Galaxy M13 SCREEN SIZE ,6.6,6.0,128.0,50MP + 5MP + 2MP + 8MP,Dual,0.0,121.0,2040.0,11%,5.0,Superfly,74%,284,[ (5 out of 5) Happy customer. ]
1492,,,,,,,,,,,,,,,,
1493,Oppo,Reno 10 Pro 5G ,6.7,12.0,256.0,,Dual,0.0,298.0,4760.0,6%,0.0,NGALA STORE,94%,123,No reviews
1494,,,,,,,,,,,,,,,,
1495,Samsung,Galaxy Note 10 ,6.3,8.0,256.0,12MP + 12MP + 16MP + 10MP,Single,,219.0,3297.0,0,2.0,IT  Solution,60%,49,No reviews
1496,,,,,,,,,,,,,,,,
1497,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,87.0,2312.0,43%,0.0,Minestar,86%,1002,No reviews
1498,,,,,,,,,,,,,,,,
1499,Samsung,Galaxy A24 ,,6.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,157.0,3468.0,32%,0.0,Minestar,86%,1002,No reviews
1500,,,,,,,,,,,,,,,,
1501,,,,,,,,,,,,,,,,
1502,,,,,,,,,,,,,,,,
1503,,,,,,,,,,,,,,,,
1504,Tecno,CAMON 20 Pro ,6.67,8.0,256.0,32MP + 64MP,Dual,5000.0,167.0,3400.0,26%,5.0,Minestar,86%,1002,No reviews
1505,,,,,,,,,,,,,,,,
1506,,,,,,,,,,,,,,,,
1507,,,,,,,,,,,,,,,,
1508,,,,,,,,,,,,,,,,
1509,,,,,,,,,,,,,,,,
1510,,,,,,,,,,,,,,,,
1511,SAMSUNG,JCD 1 Pcs Sim Card Tray Remover Eject Pin Key ,,,,,Pcs,0.0,1.0,24.0,43%,0.0,Blessings.,98%,Be,No reviews
1512,,,,,,,,,,,,,,,,
1513,,,,,,,,,,,,,,,,
1514,,,,,,,,,,,,,,,,
1515,,,,,,,,,,,,,,,,
1516,Samsung,Galaxy A53 5G Dual SIM ,6.5,,,64MP + 12MP + 5MP + 5MP + 32MP,Dual,5000.0,223.0,4021.0,16%,0.0,Smart Stars Collection,60%,Be,No reviews
1517,,,,,,,,,,,,,,,,
1518,,,,,,,,,,,,,,,,
1519,,,,,,,,,,,,,,,,
1520,,,,,,,,,,,,,,,,
1521,,,,,,,,,,,,,,,,
1522,,,,,,,,,,,,,,,,
1523,,,,,,,,,,,,,,,,
1524,,,,,,,,,,,,,,,,
1525,,,,,,,,,,,,,,,,
1526,,,,,,,,,,,,,,,,
1527,,,,,,,,,,,,,,,,
1528,,,,,,,,,,,,,,,,
1529,,,,,,,,,,,,,,,,
1530,,,,,,,,,,,,,,,,
1531,,,,,,,,,,,,,,,,
1532,,,,,,,,,,,,,,,,
1533,,,,,,,,,,,,,,,,
1534,,,,,,,,,,,,,,,,
1535,,,,,,,,,,,,,,,,
1536,,,,,,,,,,,,,,,,
1537,,,,,,,,,,,,,,,,
1538,,,,,,,,,,,,,,,,
1539,,,,,,,,,,,,,,,,
1540,,,,,,,,,,,,,,,,
1541,,,,,,,,,,,,,,,,
1542,,,,,,,,,,,,,,,,
1543,,,,,,,,,,,,,,,,
1544,,,,,,,,,,,,,,,,
1545,,,,,,,,,,,,,,,,
1546,,,,,,,,,,,,,,,,
1547,,,,,,,,,,,,,,,,
1548,,,,,,,,,,,,,,,,
1549,,,,,,,,,,,,,,,,
1550,,,,,,,,,,,,,,,,
1551,Infinix,NOTE 30 ,6.66,8.0,256.0,64MP + 2MP,Dual,0.0,135.0,3400.0,40%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
1552,,,,,,,,,,,,,,,,
1553,,,,,,,,,,,,,,,,
1554,,,,,,,,,,,,,,,,
1555,,,,,,,,,,,,,,,,
1556,,,,,,,,,,,,,,,,
1557,,,,,,,,,,,,,,,,
1558,,,,,,,,,,,,,,,,
1559,,,,,,,,,,,,,,,,
1560,,,,,,,,,,,,,,,,
1561,,,,,,,,,,,,,,,,
1562,Samsung,Galaxy A03 Core Disp ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,53.0,1360.0,41%,5.0,Kingsly,74%,287,No reviews
1563,,,,,,,,,,,,,,,,
1564,,,,,,,,,,,,,,,,
1565,,,,,,,,,,,,,,,,
1566,,,,,,,,,,,,,,,,
1567,Gionee,F6 ,5.7,3.0,32.0,13MP + 2MP + 8MP,Dual,2970.0,102.0,1527.0,0,0.0,3C Market,60%,2,No reviews
1568,Oppo,A16k ,6.52,4.0,64.0,13MP + 5MP,Dual,4230.0,86.0,1632.0,21%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
1569,XIAOMI,Redmi 12C ,6.71,3.0,64.0,50MP + 5MP,Dual,5000.0,81.0,1360.0,10%,0.0,SmartNets Enterprises,74%,249,No reviews
1570,,,,,,,,,,,,,,,,
1571,,,,,,,,,,,,,,,,
1572,Infinix,Smart 7 HD ,6.6,2.0,64.0,8MP + 5MP,Dual,5000.0,60.0,1156.0,22%,0.0,Superfly,74%,284,No reviews
1573,XIAOMI,Redmi 12C ,6.71,3.0,64.0,50MP + 5MP,Dual,5000.0,81.0,1360.0,10%,0.0,SmartNets Enterprises,74%,249,No reviews
1574,,,,,,,,,,,,,,,,
1575,,,,,,,,,,,,,,,,
1576,,,,,,,,,,,,,,,,
1577,Oppo,Reno 10 5G ,6.7,8.0,256.0,64MP + 32MP + 8MP + 32MP,Dual,5000.0,258.0,4760.0,19%,0.0,SmartNets Enterprises,74%,249,No reviews
1578,,,,,,,,,,,,,,,,
1579,,,,,,,,,,,,,,,,
1580,,,,,,,,,,,,,,,,
1581,,,,,,,,,,,,,,,,
1582,,,,,,,,,,,,,,,,
1583,,,,,,,,,,,,,,,,
1584,,,,,,,,,,,,,,,,
1585,,,,,,,,,,,,,,,,
1586,,,,,,,,,,,,,,,,
1587,,,,,,,,,,,,,,,,
1588,,,,,,,,,,,,,,,,
1589,,,,,,,,,,,,,,,,
1590,,,,,,,,,,,,,,,,
1591,Apple,one 14 Pro Max ,6.7,6.0,256.0,12MP + 12MP,Single,4323.0,927.0,20400.0,32%,0.0,Brybell Master Ltd,50%,16,No reviews
1592,Oppo,A58 ,6.72,6.0,128.0,50MP + 2MP + 8MP,Dual,5000.0,114.0,2652.0,35%,0.0,Minestar,86%,1002,No reviews
1593,,,,,,,,,,,,,,,,
1594,,,,,,,,,,,,,,,,
1595,Infinix,Hot 30i ,6.6,4.0,128.0,13MP + 8MP,Dual,5000.0,78.0,1360.0,13%,0.0,Superfly,74%,284,No reviews
1596,,,,,,,,,,,,,,,,
1597,Nokia,C31 ,6.75,4.0,64.0,13MP + 2MP + 5MP,Dual,0.0,73.0,1360.0,19%,0.0,Superfly,74%,284,No reviews
1598,,,,,,,,,,,,,,,,
1599,,,,,,,,,,,,,,,,
1600,,,,,,,,,,,,,,,,
1601,,,,,,,,,,,,,,,,
1602,,,,,,,,,,,,,,,,
1603,,,,,,,,,,,,,,,,
1604,Infinix,NOTE 30 ,6.66,8.0,256.0,64MP + 2MP,Dual,0.0,135.0,2720.0,25%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
1605,,,,,,,,,,,,,,,,
1606,,,,,,,,,,,,,,,,
1607,,,,,,,,,,,,,,,,
1608,,,,,,,,,,,,,,,,
1609,,,,,,,,,,,,,,,,
1610,,,,,,,,,,,,,,,,
1611,,,,,,,,,,,,,,,,
1612,,,,,,,,,,,,,,,,
1613,,,,,,,,,,,,,,,,
1614,,,,,,,,,,,,,,,,
1615,,,,,,,,,,,,,,,,
1616,,,,,,,,,,,,,,,,
1617,,,,,,,,,,,,,,,,
1618,,,,,,,,,,,,,,,,
1619,,,,,,,,,,,,,,,,
1620,Samsung,Galaxy A04s ,6.5,4.0,128.0,50MP + 2MP + 2MP + 5MP,Dual,0.0,102.0,2040.0,25%,0.0,Superfly,74%,284,No reviews
1621,,,,,,,,,,,,,,,,
1622,,,,,,,,,,,,,,,,
1623,Samsung,Galaxy A03 Core ,6.5,,,8MP + 5MP,Dual,5000.0,70.0,1088.0,3%,0.0,white gadgets,66%,138,No reviews
1624,,,,,,,,,,,,,,,,
1625,,,,,,,,,,,,,,,,
1626,,,,,,,,,,,,,,,,
1627,,,,,,,,,,,,,,,,
1628,,,,,,,,,,,,,,,,
1629,,,,,,,,,,,,,,,,
1630,,,,,,,,,,,,,,,,
1631,,,,,,,,,,,,,,,,
1632,,,,,,,,,,,,,,,,
1633,,,,,,,,,,,,,,,,
1634,Realme,C21Y ,6.5,3.0,32.0,13MP + 5MP,Dual,5000.0,68.0,1292.0,21%,0.0,PAFEL MALL,50%,23,No reviews
1635,,,,,,,,,,,,,,,,
1636,,,,,,,,,,,,,,,,
1637,,,,,,,,,,,,,,,,
1638,,,,,,,,,,,,,,,,
1639,,,,,,,,,,,,,,,,
1640,,,,,,,,,,,,,,,,
1641,,,,,,,,,,,,,,,,
1642,,,,,,,,,,,,,,,,
1643,,,,,,,,,,,,,,,,
1644,,,,,,,,,,,,,,,,
1645,,,,,,,,,,,,,,,,
1646,,,,,,,,,,,,,,,,
1647,,,,,,,,,,,,,,,,
1648,Infinix,Hot 30i ,6.6,4.0,128.0,13MP + 8MP,Dual,5000.0,80.0,1360.0,12%,0.0,Superfly,74%,284,No reviews
1649,,,,,,,,,,,,,,,,
1650,,,,,,,,,,,,,,,,
1651,,,,,,,,,,,,,,,,
1652,,,,,,,,,,,,,,,,
1653,,,,,,,,,,,,,,,,
1654,,,,,,,,,,,,,,,,
1655,,,,,,,,,,,,,,,,
1656,Oppo,A58 ,50.MP,6.0,128.0,0/2MP + 8MP,Dual,0.0,121.0,2040.0,11%,0.0,Superfly,74%,284,No reviews
1657,,,,,,,,,,,,,,,,
1658,,,,,,,,,,,,,,,,
1659,,,,,,,,,,,,,,,,
1660,,,,,,,,,,,,,,,,
1661,,,,,,,,,,,,,,,,
1662,,,,,,,,,,,,,,,,
1663,,,,,,,,,,,,,,,,
1664,,,,,,,,,,,,,,,,
1665,,,,,,,,,,,,,,,,
1666,,,,,,,,,,,,,,,,
1667,,,,,,,,,,,,,,,,
1668,,,,,,,,,,,,,,,,
1669,,,,,,,,,,,,,,,,
1670,,,,,,,,,,,,,,,,
1671,,,,,,,,,,,,,,,,
1672,,,,,,,,,,,,,,,,
1673,,,,,,,,,,,,,,,,
1674,,,,,,,,,,,,,,,,
1675,,,,,,,,,,,,,,,,
1676,,,,,,,,,,,,,,,,
1677,,,,,,,,,,,,,,,,
1678,,,,,,,,,,,,,,,,
1679,,,,,,,,,,,,,,,,
1680,Samsung,A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,52.0,788.0,1%,0.0,Kattason enterprise,94%,291,No reviews
1681,,,,,,,,,,,,,,,,
1682,,,,,,,,,,,,,,,,
1683,,,,,,,,,,,,,,,,
1684,Oppo,Reno 10 Pro 5G ,6.7,12.0,256.0,,Dual,4600.0,296.0,5440.0,18%,0.0,Amira Store,100%,219,No reviews
1685,Realme,C33 ,,,,50MP + 5MP,Dual,5000.0,99.0,1700.0,12%,0.0,Superfly,74%,284,No reviews
1686,,,,,,,,,,,,,,,,
1687,,,,,,,,,,,,,,,,
1688,,,,,,,,,,,,,,,,
1689,,,,,,,,,,,,,,,,
1690,,,,,,,,,,,,,,,,
1691,,,,,,,,,,,,,,,,
1692,,,,,,,,,,,,,,,,
1693,Tecno,Spark 10 Pro ,6.8,8.0,128.0,50MP + 2MP + 32MP,Dual,5000.0,109.0,1700.0,4%,5.0,SmartNets Enterprises,74%,249,No reviews
1694,,,,,,,,,,,,,,,,
1695,,,,,,,,,,,,,,,,
1696,,,,,,,,,,,,,,,,
1697,,,,,,,,,,,,,,,,
1698,,,,,,,,,,,,,,,,
1699,,,,,,,,,,,,,,,,
1700,Samsung,Galaxy A24 4G ,6.5,6.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,158.0,3060.0,22%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
1701,Samsung,Galaxy A04e ,6.5,3.0,32.0,13MP + 2MP + 5MP,Dual,5000.0,62.0,1360.0,32%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
1702,,,,,,,,,,,,,,,,
1703,,,,,,,,,,,,,,,,
1704,,,,,,,,,,,,,,,,
1705,,,,,,,,,,,,,,,,
1706,,,,,,,,,,,,,,,,
1707,,,,,,,,,,,,,,,,
1708,,,,,,,,,,,,,,,,
1709,,,,,,,,,,,,,,,,
1710,,,,,,,,,,,,,,,,
1711,,,,,,,,,,,,,,,,
1712,,,,,,,,,,,,,,,,
1713,,,,,,,,,,,,,,,,
1714,,,,,,,,,,,,,,,,
1715,,,,,,,,,,,,,,,,
1716,,,,,,,,,,,,,,,,
1717,,,,,,,,,,,,,,,,
1718,,,,,,,,,,,,,,,,
1719,,,,,,,,,,,,,,,,
1720,Realme,C55 ,6.72,6.0,128.0,64MP,Dual,5000.0,122.0,2040.0,10%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
1721,,,,,,,,,,,,,,,,
1722,Oppo,A17 ,6.56,4.0,64.0,13MP + 5MP,Dual,5000.0,91.0,1496.0,8%,5.0,Superfly,74%,284,No reviews
1723,,,,,,,,,,,,,,,,
1724,,,,,,,,,,,,,,,,
